order_id,customer_id,order_date,category,payment_method,pincode_tier,order_value,discount_percent,is_rto,is_return,outcome,return_reason,is_bad_order
ORD_0009264,CUST_01687,2023-01-01 21:00:00,Fashion,COD,Tier_2,3733.46,38.27,1,0,RTO,,1
ORD_0007329,CUST_04743,2023-01-01 23:00:00,Fashion,Prepaid,Tier_2,2625.62,31.75,0,1,Returned,Not as Expected,1
ORD_0003181,CUST_00782,2023-01-01 23:00:00,Fashion,COD,Tier_3,1763.55,41.26,0,0,Delivered,,0
ORD_0002184,CUST_05651,2023-01-02 00:00:00,Electronics,COD,Tier_1,844.35,36.68,0,0,Delivered,,0
ORD_0000283,CUST_00896,2023-01-02 00:00:00,Home,Prepaid,Tier_2,400.0,10.06,0,0,Delivered,,0
ORD_0008735,CUST_03232,2023-01-02 00:00:00,Footwear,COD,Tier_2,1444.92,0.74,1,0,RTO,,1
ORD_0002598,CUST_05577,2023-01-02 01:00:00,Beauty,Prepaid,Tier_3,548.14,47.13,0,0,Delivered,,0
ORD_0002490,CUST_04570,2023-01-02 02:00:00,Beauty,COD,Tier_2,716.99,9.8,0,0,Delivered,,0
ORD_0003750,CUST_01658,2023-01-02 03:00:00,Fashion,COD,Tier_3,1298.84,23.71,1,0,RTO,,1
ORD_0000547,CUST_00574,2023-01-02 03:00:00,Footwear,COD,Tier_3,1218.34,31.32,0,0,Delivered,,0
ORD_0008231,CUST_01661,2023-01-02 08:00:00,Home,COD,Tier_1,306.34,8.45,0,0,Delivered,,0
ORD_0005692,CUST_02135,2023-01-02 08:00:00,Fashion,COD,Tier_2,870.65,30.84,0,0,Delivered,,0
ORD_0007735,CUST_05567,2023-01-02 08:00:00,Fashion,COD,Tier_3,976.25,30.21,0,1,Returned,Changed Mind,1
ORD_0004257,CUST_01907,2023-01-02 10:00:00,Home,Prepaid,Tier_1,429.05,28.14,0,0,Delivered,,0
ORD_0002200,CUST_02977,2023-01-02 10:00:00,Fashion,Prepaid,Tier_1,621.23,2.62,0,0,Delivered,,0
ORD_0007282,CUST_05403,2023-01-02 11:00:00,Electronics,Prepaid,Tier_3,2879.65,12.7,0,1,Returned,Wrong Size,1
ORD_0008072,CUST_01644,2023-01-02 11:00:00,Fashion,COD,Tier_3,654.82,8.4,1,0,RTO,,1
ORD_0001825,CUST_00608,2023-01-02 12:00:00,Electronics,Prepaid,Tier_1,1336.27,21.56,0,0,Delivered,,0
ORD_0004297,CUST_01793,2023-01-02 14:00:00,Fashion,COD,Tier_3,610.15,39.0,0,0,Delivered,,0
ORD_0008489,CUST_05767,2023-01-02 14:00:00,Home,COD,Tier_3,974.78,10.93,0,0,Delivered,,0
ORD_0006059,CUST_01854,2023-01-02 17:00:00,Home,COD,Tier_2,818.13,27.69,0,1,Returned,Changed Mind,1
ORD_0009092,CUST_01908,2023-01-02 19:00:00,Home,COD,Tier_2,306.42,29.74,0,0,Delivered,,0
ORD_0006402,CUST_02487,2023-01-02 19:00:00,Beauty,Prepaid,Tier_3,352.4,42.64,0,0,Delivered,,0
ORD_0005302,CUST_05820,2023-01-02 19:00:00,Electronics,COD,Tier_3,567.43,11.38,0,0,Delivered,,0
ORD_0005653,CUST_05250,2023-01-02 22:00:00,Home,Prepaid,Tier_1,2167.75,4.84,0,1,Returned,Changed Mind,1
ORD_0006364,CUST_00235,2023-01-02 22:00:00,Fashion,COD,Tier_1,1115.11,24.2,0,0,Delivered,,0
ORD_0007435,CUST_03888,2023-01-02 23:00:00,Beauty,Prepaid,Tier_2,578.72,25.19,1,0,RTO,,1
ORD_0003431,CUST_00087,2023-01-03 00:00:00,Footwear,COD,Tier_2,1071.29,14.32,0,0,Delivered,,0
ORD_0005732,CUST_01899,2023-01-03 02:00:00,Footwear,Prepaid,Tier_1,1063.87,19.65,0,0,Delivered,,0
ORD_0000032,CUST_00054,2023-01-03 02:00:00,Electronics,Prepaid,Tier_1,1287.47,2.48,0,0,Delivered,,0
ORD_0000558,CUST_05464,2023-01-03 03:00:00,Home,COD,Tier_3,3156.76,33.92,1,0,RTO,,1
ORD_0004578,CUST_03438,2023-01-03 04:00:00,Home,COD,Tier_2,806.1,40.45,0,0,Delivered,,0
ORD_0003642,CUST_00713,2023-01-03 05:00:00,Fashion,COD,Tier_2,772.94,16.13,1,0,RTO,,1
ORD_0005835,CUST_05422,2023-01-03 06:00:00,Home,Prepaid,Tier_1,2318.62,25.19,1,0,RTO,,1
ORD_0008964,CUST_00486,2023-01-03 07:00:00,Electronics,Prepaid,Tier_2,324.51,48.32,0,0,Delivered,,0
ORD_0004334,CUST_03992,2023-01-03 07:00:00,Footwear,COD,Tier_3,3035.25,6.83,0,0,Delivered,,0
ORD_0004916,CUST_04263,2023-01-03 08:00:00,Footwear,COD,Tier_3,1445.98,10.42,1,0,RTO,,1
ORD_0006168,CUST_04307,2023-01-03 08:00:00,Electronics,Prepaid,Tier_3,2262.3,47.12,0,0,Delivered,,0
ORD_0007294,CUST_05078,2023-01-03 09:00:00,Fashion,COD,Tier_2,6661.4,28.59,1,0,RTO,,1
ORD_0006239,CUST_04236,2023-01-03 09:00:00,Fashion,Prepaid,Tier_1,1796.56,19.03,0,0,Delivered,,0
ORD_0003721,CUST_04379,2023-01-03 09:00:00,Fashion,COD,Tier_1,1727.61,2.35,0,0,Delivered,,0
ORD_0007991,CUST_03778,2023-01-03 09:00:00,Fashion,COD,Tier_2,887.34,34.71,0,1,Returned,Not as Expected,1
ORD_0000819,CUST_02796,2023-01-03 11:00:00,Fashion,COD,Tier_2,5047.53,21.34,0,0,Delivered,,0
ORD_0001877,CUST_05562,2023-01-03 11:00:00,Electronics,Prepaid,Tier_2,753.07,28.67,0,0,Delivered,,0
ORD_0009029,CUST_00925,2023-01-03 13:00:00,Fashion,COD,Tier_2,2916.02,20.3,0,0,Delivered,,0
ORD_0007003,CUST_01630,2023-01-03 15:00:00,Footwear,COD,Tier_1,2707.96,26.54,0,0,Delivered,,0
ORD_0003568,CUST_03144,2023-01-03 15:00:00,Footwear,Prepaid,Tier_2,878.17,35.64,0,0,Delivered,,0
ORD_0007108,CUST_01892,2023-01-03 16:00:00,Beauty,COD,Tier_1,2690.39,25.68,0,0,Delivered,,0
ORD_0006980,CUST_00546,2023-01-03 16:00:00,Fashion,COD,Tier_2,8520.03,13.55,0,0,Delivered,,0
ORD_0007560,CUST_04212,2023-01-03 16:00:00,Beauty,Prepaid,Tier_3,382.81,10.67,0,0,Delivered,,0
ORD_0008228,CUST_05044,2023-01-03 16:00:00,Home,COD,Tier_1,1645.85,19.87,1,0,RTO,,1
ORD_0006751,CUST_03046,2023-01-03 19:00:00,Footwear,Prepaid,Tier_2,396.58,36.28,0,1,Returned,Wrong Size,1
ORD_0004300,CUST_03916,2023-01-03 19:00:00,Footwear,COD,Tier_2,377.62,38.34,0,0,Delivered,,0
ORD_0001531,CUST_02471,2023-01-03 20:00:00,Fashion,Prepaid,Tier_3,742.04,42.87,0,0,Delivered,,0
ORD_0009756,CUST_02017,2023-01-03 21:00:00,Fashion,COD,Tier_3,1497.83,0.42,0,0,Delivered,,0
ORD_0009377,CUST_03458,2023-01-03 21:00:00,Fashion,COD,Tier_3,2437.31,22.8,0,0,Delivered,,0
ORD_0009572,CUST_03789,2023-01-03 22:00:00,Footwear,COD,Tier_2,3472.15,36.67,0,0,Delivered,,0
ORD_0007015,CUST_03223,2023-01-03 22:00:00,Electronics,Prepaid,Tier_1,477.71,8.88,0,0,Delivered,,0
ORD_0009603,CUST_04049,2023-01-03 22:00:00,Electronics,COD,Tier_2,3379.51,7.83,0,0,Delivered,,0
ORD_0004659,CUST_01424,2023-01-03 23:00:00,Home,Prepaid,Tier_2,504.4,17.35,0,0,Delivered,,0
ORD_0008443,CUST_00363,2023-01-03 23:00:00,Fashion,COD,Tier_3,322.69,22.06,0,1,Returned,Wrong Size,1
ORD_0001140,CUST_04513,2023-01-03 23:00:00,Fashion,Prepaid,Tier_1,1183.39,13.23,0,0,Delivered,,0
ORD_0009364,CUST_01935,2023-01-03 23:00:00,Fashion,Prepaid,Tier_2,1291.66,18.36,0,1,Returned,Wrong Size,1
ORD_0004466,CUST_02956,2023-01-04 00:00:00,Footwear,Prepaid,Tier_3,2077.64,11.6,0,0,Delivered,,0
ORD_0007825,CUST_02206,2023-01-04 02:00:00,Footwear,Prepaid,Tier_2,2351.81,18.32,0,1,Returned,Changed Mind,1
ORD_0001447,CUST_05044,2023-01-04 02:00:00,Fashion,COD,Tier_2,746.75,24.28,0,0,Delivered,,0
ORD_0000849,CUST_03807,2023-01-04 04:00:00,Footwear,Prepaid,Tier_1,1985.92,28.83,0,0,Delivered,,0
ORD_0006111,CUST_02158,2023-01-04 05:00:00,Beauty,Prepaid,Tier_3,1575.78,23.92,1,0,RTO,,1
ORD_0005073,CUST_01086,2023-01-04 05:00:00,Footwear,COD,Tier_2,1013.52,17.79,0,0,Delivered,,0
ORD_0000059,CUST_05067,2023-01-04 05:00:00,Beauty,COD,Tier_1,372.81,45.36,0,0,Delivered,,0
ORD_0007857,CUST_00640,2023-01-04 06:00:00,Footwear,Prepaid,Tier_1,3796.28,6.79,0,0,Delivered,,0
ORD_0006171,CUST_04430,2023-01-04 06:00:00,Footwear,COD,Tier_2,408.64,2.28,0,0,Delivered,,0
ORD_0000958,CUST_03914,2023-01-04 07:00:00,Electronics,Prepaid,Tier_2,1340.4,25.97,0,0,Delivered,,0
ORD_0009982,CUST_03457,2023-01-04 08:00:00,Fashion,Prepaid,Tier_3,2560.68,22.59,0,0,Delivered,,0
ORD_0009743,CUST_04168,2023-01-04 10:00:00,Fashion,Prepaid,Tier_3,1498.72,15.75,0,0,Delivered,,0
ORD_0008591,CUST_02402,2023-01-04 10:00:00,Beauty,Prepaid,Tier_3,2004.29,23.34,0,0,Delivered,,0
ORD_0001613,CUST_05907,2023-01-04 10:00:00,Footwear,COD,Tier_1,4922.52,40.33,0,0,Delivered,,0
ORD_0006186,CUST_00097,2023-01-04 11:00:00,Home,Prepaid,Tier_2,4206.94,1.21,0,0,Delivered,,0
ORD_0003112,CUST_00496,2023-01-04 11:00:00,Footwear,COD,Tier_2,1469.1,48.82,0,0,Delivered,,0
ORD_0004705,CUST_01694,2023-01-04 11:00:00,Footwear,Prepaid,Tier_2,2952.75,47.73,0,0,Delivered,,0
ORD_0009814,CUST_03297,2023-01-04 14:00:00,Fashion,COD,Tier_1,5699.85,36.27,0,0,Delivered,,0
ORD_0004325,CUST_00828,2023-01-04 15:00:00,Footwear,COD,Tier_3,672.44,16.4,0,0,Delivered,,0
ORD_0005045,CUST_00779,2023-01-04 17:00:00,Fashion,COD,Tier_2,1212.88,3.64,0,0,Delivered,,0
ORD_0001709,CUST_00373,2023-01-04 18:00:00,Fashion,COD,Tier_1,1142.11,35.08,1,0,RTO,,1
ORD_0000121,CUST_02170,2023-01-04 19:00:00,Footwear,Prepaid,Tier_2,408.27,27.64,0,0,Delivered,,0
ORD_0009544,CUST_03362,2023-01-04 19:00:00,Footwear,COD,Tier_2,1922.5,45.76,0,0,Delivered,,0
ORD_0004042,CUST_05102,2023-01-04 19:00:00,Fashion,COD,Tier_3,1405.16,12.63,0,0,Delivered,,0
ORD_0000726,CUST_01046,2023-01-04 20:00:00,Fashion,Prepaid,Tier_3,306.92,14.82,0,0,Delivered,,0
ORD_0008935,CUST_05816,2023-01-04 20:00:00,Footwear,COD,Tier_2,385.11,9.79,1,0,RTO,,1
ORD_0007444,CUST_02746,2023-01-04 20:00:00,Fashion,COD,Tier_1,771.42,3.92,0,0,Delivered,,0
ORD_0005741,CUST_02960,2023-01-04 20:00:00,Fashion,Prepaid,Tier_2,472.07,27.47,0,0,Delivered,,0
ORD_0004353,CUST_05971,2023-01-04 20:00:00,Electronics,Prepaid,Tier_1,826.79,5.51,0,0,Delivered,,0
ORD_0001184,CUST_03659,2023-01-04 22:00:00,Electronics,COD,Tier_2,2101.96,17.26,0,0,Delivered,,0
ORD_0009464,CUST_00448,2023-01-04 22:00:00,Footwear,COD,Tier_2,741.62,1.4,1,0,RTO,,1
ORD_0001042,CUST_02365,2023-01-04 23:00:00,Footwear,COD,Tier_2,5381.31,6.81,0,0,Delivered,,0
ORD_0004250,CUST_00241,2023-01-05 00:00:00,Electronics,COD,Tier_1,303.84,3.91,0,0,Delivered,,0
ORD_0003596,CUST_04055,2023-01-05 01:00:00,Fashion,Prepaid,Tier_3,1135.31,48.1,1,0,RTO,,1
ORD_0002190,CUST_02889,2023-01-05 02:00:00,Footwear,COD,Tier_2,3812.04,49.77,0,0,Delivered,,0
ORD_0007826,CUST_03366,2023-01-05 04:00:00,Electronics,Prepaid,Tier_2,1266.22,45.25,0,0,Delivered,,0
ORD_0000654,CUST_04489,2023-01-05 04:00:00,Footwear,COD,Tier_1,1185.78,26.71,0,0,Delivered,,0
ORD_0002544,CUST_04739,2023-01-05 04:00:00,Home,COD,Tier_1,966.69,6.44,1,0,RTO,,1
ORD_0009517,CUST_05696,2023-01-05 04:00:00,Home,COD,Tier_1,861.3,41.28,1,0,RTO,,1
ORD_0009346,CUST_01970,2023-01-05 04:00:00,Home,Prepaid,Tier_2,2636.25,8.03,0,0,Delivered,,0
ORD_0005163,CUST_02590,2023-01-05 07:00:00,Electronics,COD,Tier_2,455.57,7.9,0,0,Delivered,,0
ORD_0006065,CUST_00039,2023-01-05 07:00:00,Electronics,Prepaid,Tier_2,638.82,25.81,0,0,Delivered,,0
ORD_0002012,CUST_00437,2023-01-05 08:00:00,Fashion,COD,Tier_3,1236.21,22.26,0,1,Returned,Changed Mind,1
ORD_0007772,CUST_01731,2023-01-05 09:00:00,Electronics,Prepaid,Tier_2,945.81,35.0,0,0,Delivered,,0
ORD_0005898,CUST_05716,2023-01-05 11:00:00,Beauty,Prepaid,Tier_3,1268.43,0.74,0,0,Delivered,,0
ORD_0001777,CUST_04182,2023-01-05 11:00:00,Fashion,COD,Tier_3,1208.72,39.07,1,0,RTO,,1
ORD_0006472,CUST_01524,2023-01-05 12:00:00,Electronics,COD,Tier_1,1256.68,39.15,1,0,RTO,,1
ORD_0009626,CUST_04776,2023-01-05 12:00:00,Fashion,COD,Tier_2,1974.64,30.31,0,0,Delivered,,0
ORD_0003047,CUST_03847,2023-01-05 13:00:00,Home,COD,Tier_1,2202.39,16.56,0,0,Delivered,,0
ORD_0000722,CUST_03313,2023-01-05 15:00:00,Fashion,COD,Tier_1,3105.25,43.2,0,0,Delivered,,0
ORD_0001234,CUST_05324,2023-01-05 15:00:00,Home,Prepaid,Tier_3,867.26,1.08,0,0,Delivered,,0
ORD_0002944,CUST_05409,2023-01-05 16:00:00,Fashion,Prepaid,Tier_3,2585.6,49.51,0,0,Delivered,,0
ORD_0002347,CUST_04371,2023-01-05 16:00:00,Fashion,COD,Tier_2,910.23,38.49,0,0,Delivered,,0
ORD_0004163,CUST_00995,2023-01-05 17:00:00,Beauty,COD,Tier_2,889.87,17.13,0,0,Delivered,,0
ORD_0001127,CUST_01074,2023-01-05 17:00:00,Fashion,COD,Tier_1,1077.49,1.66,0,0,Delivered,,0
ORD_0000827,CUST_03767,2023-01-05 18:00:00,Home,COD,Tier_1,2582.68,27.09,0,0,Delivered,,0
ORD_0002072,CUST_02387,2023-01-05 21:00:00,Fashion,Prepaid,Tier_2,1940.76,2.79,0,0,Delivered,,0
ORD_0006770,CUST_05950,2023-01-05 21:00:00,Footwear,COD,Tier_1,455.39,48.96,0,0,Delivered,,0
ORD_0001426,CUST_02494,2023-01-06 00:00:00,Home,Prepaid,Tier_2,497.48,45.54,0,0,Delivered,,0
ORD_0005209,CUST_02392,2023-01-06 00:00:00,Fashion,COD,Tier_2,1698.13,14.97,1,0,RTO,,1
ORD_0009967,CUST_01715,2023-01-06 01:00:00,Fashion,COD,Tier_3,1218.56,5.0,1,0,RTO,,1
ORD_0001688,CUST_05423,2023-01-06 02:00:00,Home,COD,Tier_2,10953.7,39.26,0,0,Delivered,,0
ORD_0004782,CUST_03429,2023-01-06 03:00:00,Fashion,COD,Tier_2,1241.71,8.1,0,0,Delivered,,0
ORD_0002583,CUST_04595,2023-01-06 04:00:00,Home,COD,Tier_1,1146.26,37.38,1,0,RTO,,1
ORD_0003990,CUST_05922,2023-01-06 04:00:00,Footwear,COD,Tier_2,3673.46,41.47,0,0,Delivered,,0
ORD_0001106,CUST_02649,2023-01-06 04:00:00,Fashion,COD,Tier_1,1646.68,24.63,0,1,Returned,Wrong Size,1
ORD_0008106,CUST_02183,2023-01-06 05:00:00,Fashion,COD,Tier_2,1407.04,41.92,0,0,Delivered,,0
ORD_0006787,CUST_04189,2023-01-06 05:00:00,Fashion,COD,Tier_2,860.38,11.43,1,0,RTO,,1
ORD_0002414,CUST_02192,2023-01-06 08:00:00,Home,COD,Tier_2,355.25,46.1,0,0,Delivered,,0
ORD_0000973,CUST_02034,2023-01-06 10:00:00,Fashion,Prepaid,Tier_2,1689.51,37.76,0,0,Delivered,,0
ORD_0009530,CUST_05148,2023-01-06 11:00:00,Home,COD,Tier_1,3023.32,15.54,0,0,Delivered,,0
ORD_0008066,CUST_02116,2023-01-06 13:00:00,Fashion,COD,Tier_2,4558.79,44.3,0,0,Delivered,,0
ORD_0004228,CUST_04308,2023-01-06 13:00:00,Fashion,Prepaid,Tier_3,321.89,4.57,0,0,Delivered,,0
ORD_0004814,CUST_05569,2023-01-06 15:00:00,Fashion,Prepaid,Tier_2,3911.41,5.87,0,0,Delivered,,0
ORD_0008299,CUST_04096,2023-01-06 16:00:00,Footwear,COD,Tier_1,799.3,49.7,0,0,Delivered,,0
ORD_0007760,CUST_03537,2023-01-06 17:00:00,Home,COD,Tier_1,1947.29,4.22,0,0,Delivered,,0
ORD_0007930,CUST_04879,2023-01-06 18:00:00,Footwear,Prepaid,Tier_3,313.1,48.11,0,0,Delivered,,0
ORD_0001532,CUST_03753,2023-01-06 18:00:00,Beauty,COD,Tier_1,2475.17,19.04,1,0,RTO,,1
ORD_0003836,CUST_05981,2023-01-06 18:00:00,Home,Prepaid,Tier_3,1386.11,21.72,0,0,Delivered,,0
ORD_0003971,CUST_02155,2023-01-06 19:00:00,Electronics,COD,Tier_1,886.96,24.78,0,0,Delivered,,0
ORD_0001939,CUST_00829,2023-01-06 19:00:00,Footwear,COD,Tier_3,765.59,8.52,0,1,Returned,Changed Mind,1
ORD_0007781,CUST_03418,2023-01-06 19:00:00,Home,COD,Tier_1,393.26,16.6,0,1,Returned,Wrong Size,1
ORD_0006106,CUST_02893,2023-01-06 19:00:00,Home,COD,Tier_3,373.78,41.75,0,0,Delivered,,0
ORD_0006189,CUST_03109,2023-01-06 20:00:00,Fashion,COD,Tier_3,783.61,26.15,0,0,Delivered,,0
ORD_0001399,CUST_02148,2023-01-06 23:00:00,Fashion,Prepaid,Tier_2,6296.96,7.8,0,0,Delivered,,0
ORD_0003621,CUST_00928,2023-01-07 00:00:00,Fashion,COD,Tier_3,1059.11,20.01,0,0,Delivered,,0
ORD_0006045,CUST_01641,2023-01-07 01:00:00,Footwear,Prepaid,Tier_1,689.37,44.91,0,0,Delivered,,0
ORD_0001209,CUST_01247,2023-01-07 01:00:00,Fashion,COD,Tier_1,5041.25,33.28,0,0,Delivered,,0
ORD_0002222,CUST_03686,2023-01-07 03:00:00,Fashion,COD,Tier_3,680.23,4.63,0,1,Returned,Changed Mind,1
ORD_0007179,CUST_04229,2023-01-07 03:00:00,Fashion,Prepaid,Tier_3,3319.51,19.88,0,0,Delivered,,0
ORD_0002376,CUST_04080,2023-01-07 03:00:00,Fashion,Prepaid,Tier_2,785.74,15.38,0,0,Delivered,,0
ORD_0009298,CUST_04351,2023-01-07 04:00:00,Home,COD,Tier_2,926.59,1.79,1,0,RTO,,1
ORD_0001521,CUST_04864,2023-01-07 04:00:00,Fashion,Prepaid,Tier_1,4583.6,29.64,0,0,Delivered,,0
ORD_0006039,CUST_03273,2023-01-07 05:00:00,Beauty,COD,Tier_2,761.92,6.96,0,1,Returned,Not as Expected,1
ORD_0006107,CUST_04232,2023-01-07 05:00:00,Footwear,COD,Tier_2,663.36,41.68,0,0,Delivered,,0
ORD_0005632,CUST_02604,2023-01-07 06:00:00,Fashion,COD,Tier_3,2491.82,13.08,0,0,Delivered,,0
ORD_0003436,CUST_04250,2023-01-07 07:00:00,Fashion,Prepaid,Tier_1,1215.78,27.47,0,1,Returned,Changed Mind,1
ORD_0001493,CUST_02272,2023-01-07 08:00:00,Fashion,Prepaid,Tier_1,374.59,4.96,0,0,Delivered,,0
ORD_0006282,CUST_02910,2023-01-07 09:00:00,Fashion,Prepaid,Tier_1,770.41,31.72,0,0,Delivered,,0
ORD_0001821,CUST_04845,2023-01-07 10:00:00,Fashion,COD,Tier_1,871.56,12.06,1,0,RTO,,1
ORD_0005166,CUST_05353,2023-01-07 11:00:00,Fashion,COD,Tier_2,710.92,27.34,0,1,Returned,Wrong Size,1
ORD_0001649,CUST_02239,2023-01-07 11:00:00,Fashion,COD,Tier_3,1203.77,31.31,0,1,Returned,Wrong Size,1
ORD_0002511,CUST_02687,2023-01-07 11:00:00,Footwear,Prepaid,Tier_2,1001.47,19.58,0,0,Delivered,,0
ORD_0009051,CUST_02556,2023-01-07 12:00:00,Fashion,Prepaid,Tier_3,7197.35,10.38,0,0,Delivered,,0
ORD_0005802,CUST_05532,2023-01-07 12:00:00,Home,Prepaid,Tier_3,2504.01,10.68,0,1,Returned,Defective,1
ORD_0005870,CUST_04132,2023-01-07 14:00:00,Beauty,COD,Tier_2,2391.63,44.5,0,0,Delivered,,0
ORD_0004806,CUST_02407,2023-01-07 14:00:00,Footwear,COD,Tier_2,1064.43,23.92,0,0,Delivered,,0
ORD_0001400,CUST_04789,2023-01-07 15:00:00,Electronics,COD,Tier_1,2149.24,22.95,0,0,Delivered,,0
ORD_0001897,CUST_04774,2023-01-07 16:00:00,Fashion,COD,Tier_1,857.63,43.33,1,0,RTO,,1
ORD_0004896,CUST_00034,2023-01-07 20:00:00,Beauty,Prepaid,Tier_3,1755.97,49.45,0,0,Delivered,,0
ORD_0008510,CUST_02751,2023-01-07 21:00:00,Fashion,COD,Tier_1,1208.44,0.02,0,0,Delivered,,0
ORD_0000963,CUST_00607,2023-01-07 21:00:00,Beauty,Prepaid,Tier_3,1442.23,44.17,0,0,Delivered,,0
ORD_0002912,CUST_01689,2023-01-07 22:00:00,Footwear,COD,Tier_1,1414.61,36.9,0,0,Delivered,,0
ORD_0003318,CUST_03967,2023-01-07 22:00:00,Electronics,COD,Tier_2,1457.33,42.18,0,0,Delivered,,0
ORD_0003705,CUST_02280,2023-01-07 23:00:00,Footwear,Prepaid,Tier_2,4882.0,19.12,0,0,Delivered,,0
ORD_0004010,CUST_02637,2023-01-07 23:00:00,Fashion,Prepaid,Tier_1,4597.32,47.86,0,1,Returned,Changed Mind,1
ORD_0001847,CUST_01543,2023-01-07 23:00:00,Electronics,COD,Tier_1,2724.4,35.93,0,0,Delivered,,0
ORD_0003348,CUST_05696,2023-01-08 01:00:00,Electronics,Prepaid,Tier_1,1389.89,20.67,0,0,Delivered,,0
ORD_0004797,CUST_03898,2023-01-08 01:00:00,Footwear,COD,Tier_2,728.2,31.39,0,0,Delivered,,0
ORD_0002247,CUST_03656,2023-01-08 02:00:00,Footwear,Prepaid,Tier_3,2927.14,38.46,0,0,Delivered,,0
ORD_0002565,CUST_00156,2023-01-08 03:00:00,Fashion,Prepaid,Tier_1,547.75,3.49,0,0,Delivered,,0
ORD_0004786,CUST_04777,2023-01-08 04:00:00,Beauty,COD,Tier_3,324.37,29.15,1,0,RTO,,1
ORD_0003166,CUST_03107,2023-01-08 04:00:00,Fashion,COD,Tier_2,1388.0,8.23,0,0,Delivered,,0
ORD_0002890,CUST_03793,2023-01-08 04:00:00,Beauty,COD,Tier_2,417.03,7.25,0,0,Delivered,,0
ORD_0008362,CUST_01629,2023-01-08 05:00:00,Home,Prepaid,Tier_2,2860.5,41.78,0,0,Delivered,,0
ORD_0000934,CUST_00116,2023-01-08 05:00:00,Fashion,Prepaid,Tier_1,1366.21,27.63,0,1,Returned,Wrong Size,1
ORD_0003222,CUST_02834,2023-01-08 08:00:00,Footwear,Prepaid,Tier_1,968.08,28.27,0,1,Returned,Wrong Size,1
ORD_0008346,CUST_00430,2023-01-08 09:00:00,Fashion,Prepaid,Tier_1,1724.63,1.4,0,0,Delivered,,0
ORD_0001037,CUST_00489,2023-01-08 10:00:00,Footwear,COD,Tier_3,1038.44,15.06,0,0,Delivered,,0
ORD_0008245,CUST_04859,2023-01-08 12:00:00,Fashion,Prepaid,Tier_2,522.46,22.37,0,1,Returned,Not as Expected,1
